,id,title,release_date,release_year,popularity,vote_average,vote_count,return,budget,revenue,genre_1_name
18,4307,The Flower of My Secret,1995-09-22,1995,2.286788,6.9,43.0,0.0,0.0,0.0,Drama
19,337747,Texas Rising,2015-05-25,2015,0.895272,5.6,5.0,0.0,0.0,0.0,Drama
20,15346,The Golden Boys,2008-12-11,2008,0.545664,4.8,3.0,0.0,8000000.0,0.0,Comedy
21,454787,Chris Gethard: Career Suicide,2017-05-06,2017,1.135015,7.5,4.0,0.0,0.0,0.0,Comedy
22,331393,Undrafted,2016-07-15,2016,1.198056,7.2,10.0,0.0,0.0,0.0,Comedy
23,70342,Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011-07-08,2011,0.838919,7.3,15.0,0.0,0.0,0.0,Music
24,445727,The Bigfoot Project,2017-04-04,2017,0.530821,6.3,4.0,0.0,0.0,0.0,Comedy
25,28282,Waterborne,2005-03-13,2005,0.349646,5.5,4.0,0.0,0.0,0.0,Action
26,68023,Beaumarchais the Scoundrel,1996-03-20,1996,0.398703,6.6,10.0,0.0,0.0,0.0,Adventure
27,38271,Grand Hotel Excelsior,1982-01-01,1982,1.552341,6.1,33.0,0.0,0.0,0.0,Comedy
28,27567,The Maid,2009-10-16,2009,1.199005,6.8,25.0,0.0,0.0,0.0,Comedy
29,33586,Heavy Petting,2007-10-20,2007,2.913855,3.8,15.0,0.0,2800000.0,0.0,Comedy
30,42762,Hillsborough,1996-09-11,1996,0.996787,4.0,2.0,0.0,0.0,0.0,Drama
31,287233,Tom and Jerry: The Lost Dragon,2014-07-27,2014,1.35961,6.4,8.0,0.0,0.0,0.0,Animation
32,11936,City of Women,1980-03-28,1980,2.146237,6.8,28.0,0.0,0.0,0.0,Comedy
33,62527,Johnny Kapahala - Back on Board,2007-06-08,2007,3.898595,4.9,17.0,0.0,0.0,0.0,Comedy
34,180836,Miss Marple: The Moving Finger,1985-02-21,1985,1.388201,7.2,5.0,0.0,0.0,0.0,Mystery
35,20430,Meet Market,2004-01-29,2004,0.082397,0.0,0.0,0.0,0.0,0.0,Comedy
36,102382,The Amazing Spider-Man 2,2014-04-16,2014,26.23687,6.5,4274.0,3.52858716,200000000.0,705717432.0,Action
37,374174,Elliott Morgan: Premature,2015-12-10,2015,0.058295,0.0,0.0,0.0,0.0,0.0,Comedy
38,173917,Stand Clear of the Closing Doors,2014-05-24,2014,0.277707,7.0,4.0,0.0,0.0,0.0,Drama
39,168672,American Hustle,2013-12-12,2013,16.478036,6.8,2868.0,6.279295175,40000000.0,251171807.0,Drama
40,7088,Christmas in Boston,2005-12-14,2005,3.221714,5.5,14.0,0.0,0.0,0.0,Comedy
41,20453,3 Idiots,2009-12-23,2009,7.675621,7.8,850.0,7.777777777777778,9000000.0,70000000.0,Drama
42,57431,The Sitter,2011-12-09,2011,13.105682,5.4,330.0,1.39768752,25000000.0,34942188.0,Comedy
43,14979,Thick as Thieves,2009-01-09,2009,11.923981,5.7,223.0,0.0,25000000.0,0.0,Action
44,9769,Lolita,1997-09-27,1997,10.618141,7.0,288.0,0.0170976774193548,62000000.0,1060056.0,Drama
45,118397,Identical,2011-12-01,2011,0.160282,5.0,3.0,0.0,2000000.0,0.0,Thriller
46,75490,Imaginary Crimes,1994-10-14,1994,0.286402,3.7,3.0,0.0,0.0,0.0,Drama
47,305198,Al Capone: Icon,2014-07-22,2014,0.071084,7.0,1.0,0.0,0.0,0.0,Documentary
48,2699,Titanic,1996-11-17,1996,3.435807,6.3,45.0,0.0,13000000.0,0.0,Action
49,9721,7 Seconds,2005-06-28,2005,4.673777,4.3,51.0,0.0,13000000.0,0.0,Action
50,20735,That Darn Cat,1997-02-14,1997,1.496999,3.9,11.0,0.0,0.0,0.0,Comedy
51,38987,Possible Worlds,2000-01-01,2000,0.811769,5.8,10.0,0.0,0.0,0.0,Mystery
52,94894,Angel's Dance,1999-01-01,1999,0.207369,6.0,3.0,0.0,0.0,0.0,Action
53,47760,Restless,2011-09-16,2011,6.140556,6.3,156.0,0.020408125,8000000.0,163265.0,Drama
54,290739,Land,2010-05-02,2010,0.076579,4.3,2.0,0.0,415000.0,0.0,Documentary
55,10093,The Return,2006-11-10,2006,9.338989,5.1,61.0,0.7994676,15000000.0,11992014.0,Drama
56,76264,Bopha!,1993-09-16,1993,0.074126,0.0,0.0,0.0177069166666666,12000000.0,212483.0,Drama
57,8536,Superman II,1980-12-04,1980,10.301621,6.5,642.0,3.527013074074074,54000000.0,190458706.0,Action
58,54052,Who Do I Gotta Kill?,1994-07-07,1994,0.444714,3.7,3.0,0.0,0.0,0.0,Comedy
59,33375,My Bollywood Bride,2006-01-14,2006,0.885042,3.0,1.0,0.0,0.0,0.0,Comedy
60,367147,Buster's Mal Heart,2017-04-28,2017,2.796081,6.1,41.0,0.0,0.0,73121.0,Mystery
61,7442,Sleeping with the Enemy,1991-02-08,1991,8.560694,6.1,228.0,9.21047394736842,19000000.0,174999005.0,Drama
62,396810,The Last Word,2017-03-03,2017,7.248414,6.5,59.0,0.0,0.0,1783421.0,Comedy
63,64462,Sammy and Me,2002-07-11,2002,0.524159,6.0,2.0,0.0,0.0,0.0,Drama
64,82326,Koran by Heart,2011-10-24,2011,0.048765,6.0,1.0,0.0,0.0,0.0,Documentary
65,112119,Ghosts with Shit Jobs,2012-05-07,2012,0.176894,5.0,1.0,0.0,0.0,0.0,Comedy
66,222297,On the Way to School,2013-09-25,2013,1.784682,6.6,36.0,0.0,0.0,7424.0,Documentary
67,50531,Chiedimi se sono felice,2000-12-15,2000,4.288138,7.5,273.0,0.0,0.0,0.0,Comedy
69,92931,Perry Mason: The Case of the Ruthless Reporter,1991-01-06,1991,0.139299,6.0,1.0,0.0,0.0,0.0,Drama
70,83201,Puss in Boots: The Three Diablos,2011-12-08,2011,12.018446,6.6,112.0,0.0,0.0,0.0,Animation
71,22817,Disaster!,2006-07-20,2006,2.594115,4.6,11.0,0.0,2980000.0,0.0,Action
72,32304,Nine Lives,2002-01-01,2002,0.990855,2.7,9.0,0.0,0.0,0.0,Horror
74,98439,Thou Shalt Laugh 2 - The Deuce,2007-11-07,2007,0.003741,0.0,0.0,0.0,0.0,0.0,Comedy
75,94532,Reel Love,2011-11-13,2011,0.947694,5.1,5.0,0.0,0.0,0.0,Drama
76,74955,Screaming Masterpiece,2005-04-30,2005,0.739587,7.3,3.0,0.0,0.0,0.0,Documentary
77,124625,My Mother's Courage,1995-09-12,1995,0.622885,0.0,0.0,0.0,0.0,0.0,Drama
78,71885,Motocrossed,2001-02-16,2001,1.082428,4.4,15.0,0.0,0.0,0.0,TV Movie
79,10028,Honey,2003-11-24,2003,11.863954,6.0,313.0,3.480375722222222,18000000.0,62646763.0,Romance
80,56853,We Believed,2010-11-12,2010,0.796792,5.8,6.0,0.0,0.0,0.0,Drama
81,9558,King of New York,1990-07-18,1990,11.230031,6.5,130.0,2.554476,1000000.0,2554476.0,Thriller
82,13189,A Christmas Carol,1984-12-17,1984,7.199078,7.1,42.0,0.0,0.0,0.0,Drama
83,51036,MadHouse,1990-02-16,1990,1.766022,5.7,18.0,0.0,0.0,0.0,Comedy
84,19601,Bent,1997-11-26,1997,3.546605,6.3,34.0,0.0,0.0,0.0,Drama
85,13249,Seraphim Falls,2006-09-13,2006,5.034585,6.4,147.0,0.0664615,18000000.0,1196307.0,Western
86,335778,Risen,2016-02-19,2016,8.759801,5.7,300.0,2.3034784,20000000.0,46069568.0,Action
87,15770,Born to Defend,1986-02-16,1986,1.122498,5.7,6.0,0.0,0.0,0.0,Action
88,37028,The Magic Flute,2006-09-07,2006,2.176554,6.9,6.0,0.0,0.0,0.0,Comedy
89,74415,A Heartbeat Away,2011-03-11,2011,1.07762,4.6,5.0,0.0,8292000.0,0.0,Comedy
90,228558,The Harry Hill Movie,2013-12-20,2013,0.918007,3.8,10.0,0.0,0.0,0.0,Comedy
91,33095,Good Old Daze,1994-05-21,1994,3.004877,7.1,42.0,0.0,0.0,0.0,Comedy
92,119353,The Terror Within II,1991-01-18,1991,0.745915,2.5,2.0,0.0,0.0,0.0,Horror
93,14849,Dead Like Me: Life After Death,2009-02-17,2009,4.78341,5.8,67.0,0.0,0.0,0.0,Drama
94,161545,Tutto tutto niente niente,2012-11-30,2012,2.208906,4.8,54.0,1.6,5579750.0,8927600.0,Comedy
95,56288,Spy Kids: All the Time in the World,2011-08-18,2011,9.580214,4.4,228.0,3.1690485185185184,27000000.0,85564310.0,Family
96,199575,These Final Hours,2014-07-31,2014,6.732991,6.4,176.0,0.0,0.0,0.0,Science Fiction
97,10715,Looney Tunes: Back in Action,2003-11-14,2003,13.666488,5.6,302.0,0.85643555,80000000.0,68514844.0,Animation
98,289933,The Truth About Webcam Girls,2014-02-24,2014,1.316376,7.3,5.0,0.0,0.0,0.0,Documentary
99,12455,The Young Lieutenant,2005-08-31,2005,1.316087,6.0,17.0,0.0,0.0,0.0,Drama
100,195796,Home Sweet Home,2013-05-13,2013,2.295958,4.9,14.0,0.0,0.0,0.0,Horror
101,76330,Wild Man Blues,1997-01-16,1997,0.312753,6.2,5.0,0.0,0.0,425788.0,Music
102,10349,The Dark Half,1993-04-23,1993,13.412785,5.4,91.0,0.7074106666666666,15000000.0,10611160.0,Mystery
103,82079,Sons of Perdition,2010-04-24,2010,0.193355,6.6,5.0,0.0,0.0,0.0,Documentary
104,428493,God's Own Country,2017-09-01,2017,2.595488,5.4,8.0,0.0,0.0,0.0,Romance
105,72571,Paranormal Activity 3,2011-10-19,2011,10.996308,5.9,685.0,41.1407636,5000000.0,205703818.0,Horror
106,24862,Crash and Burn,1990-01-01,1990,1.637273,4.7,7.0,0.0,0.0,0.0,Science Fiction
107,294562,Lavalantula,2015-08-08,2015,6.901559,5.4,43.0,0.0,0.0,0.0,Horror
108,197599,Fateful Findings,2013-05-25,2013,0.65892,4.0,10.0,0.0,0.0,0.0,Drama
109,40458,Welcome to the Jungle,2007-01-01,2007,1.451427,5.5,17.0,0.0,0.0,0.0,Horror
110,64325,Cross,2011-07-12,2011,4.171114,3.9,13.0,0.0,2000000.0,0.0,Action
111,89738,The Crucifer of Blood,1991-11-04,1991,0.512575,6.7,5.0,0.0,0.0,0.0,Drama
112,8247,Jumper,2008-02-10,2008,11.03897,5.9,1855.0,2.6144845411764708,85000000.0,222231186.0,Adventure
113,31443,The President's Man,2000-01-01,2000,0.785072,3.4,11.0,0.0,0.0,0.0,Action
114,25137,Beyond a Reasonable Doubt,2009-02-05,2009,5.1991,5.5,79.0,0.17554252,25000000.0,4388563.0,Crime
115,14671,Summer School,1987-07-22,1987,4.912295,6.3,68.0,0.0,0.0,35114428.0,Comedy
116,105561,Patriocracy,2011-11-05,2011,0.126924,6.8,2.0,0.0,0.0,0.0,Documentary
117,39337,Lewis Black: Stark Raving Black,2009-10-08,2009,0.671906,6.8,6.0,0.0,0.0,0.0,Comedy
118,11412,The Long Kiss Goodnight,1996-10-11,1996,14.482345,6.4,323.0,1.3762578615384615,65000000.0,89456761.0,Crime
119,12157,Green Card,1990-12-23,1990,11.169488,5.9,97.0,0.0,0.0,29888235.0,Comedy
120,43084,Deadly Species,2002-02-15,2002,0.222971,3.2,3.0,0.0,0.0,0.0,Horror
121,259246,Chasing the Devil,2014-03-07,2014,0.524786,3.4,7.0,0.0,0.0,0.0,Horror
122,47363,Deathstalker IV: Match of Titans,1991-07-13,1991,0.320246,1.7,3.0,0.0,0.0,0.0,Action
123,42187,Shark Attack 2,2001-02-13,2001,0.73047,4.1,18.0,0.0,0.0,0.0,Horror
124,50546,Just Go with It,2011-02-10,2011,9.267959,6.3,1588.0,2.6864800875,80000000.0,214918407.0,Romance
125,392660,A Sunday Kind of Love,2016-04-15,2016,0.728584,6.6,9.0,0.0,0.0,0.0,Drama
126,78047,Treasure Buddies,2012-01-31,2012,5.470977,4.2,19.0,0.0,0.0,0.0,Adventure
128,54658,Misunderstood,1984-05-31,1984,0.05105,0.0,0.0,0.0,0.0,0.0,Drama
129,181330,Kevin Hart: Let Me Explain,2013-07-03,2013,11.110533,7.0,98.0,0.0,0.0,32230907.0,Comedy
130,273279,The Skin of Sorrow,2010-09-22,2010,1.235341,7.0,1.0,0.0,0.0,0.0,Drama
131,9615,The Fast and the Furious: Tokyo Drift,2006-06-03,2006,2.238808,6.1,1749.0,1.864332847058824,85000000.0,158468292.0,Action
132,56934,Bride of the Wind,2001-06-08,2001,0.016404,0.0,0.0,0.0,0.0,0.0,Romance
133,351232,Parallel Courses,2016-05-20,2016,0.56785,4.0,4.0,0.0,0.0,0.0,Drama
134,223632,The Galapagos Affair: Satan Came to Eden,2014-04-03,2014,2.025628,7.3,8.0,0.0,0.0,0.0,Documentary
135,36218,Pokémon: Jirachi Wish Maker,2003-07-19,2003,5.190942,5.7,48.0,0.0,0.0,0.0,Action
136,279687,Futurama: The Lost Adventure,2008-06-24,2008,0.988667,7.9,10.0,0.0,0.0,0.0,Comedy
137,13185,Kidulthood,2006-03-03,2006,5.230003,6.2,61.0,0.1659959758551308,994000.0,165000.0,Drama
138,22450,Red Water,2003-08-17,2003,1.012234,3.3,18.0,0.0,0.0,0.0,Horror
139,11635,Old School,2003-02-21,2003,16.195894,6.6,552.0,3.627306208333333,24000000.0,87055349.0,Comedy
140,141810,Gli equilibristi,2012-01-01,2012,0.409337,7.0,9.0,0.0,0.0,0.0,Drama
141,86440,I'm Gonna Explode,2008-09-26,2008,0.270064,8.3,3.0,0.0,0.0,0.0,Drama
142,10691,Crazy/Beautiful,2001-06-29,2001,6.236729,6.6,98.0,1.302240230769231,13000000.0,16929123.0,Drama
144,54445,S.W.A.T.: Firefight,2011-03-01,2011,5.024828,5.4,77.0,0.0,8000000.0,0.0,Action
145,18098,Arabian Nights,2000-04-30,2000,2.266456,6.9,21.0,0.0,0.0,0.0,Drama
146,73881,Thawing Out,2009-02-02,2009,4.169996,5.7,7.0,0.0,0.0,0.0,Comedy
147,18597,Jimmy Carr: Live,2004-11-08,2004,0.867197,7.3,8.0,0.0,0.0,0.0,Comedy
148,87148,Monster Dog,1984-01-01,1984,0.150223,4.6,4.0,0.0,0.0,0.0,Horror
149,42107,Chicken Ranch,1983-01-01,1983,0.0742,6.0,1.0,0.0,0.0,0.0,Documentary
150,44126,Sinbad of the Seven Seas,1989-04-01,1989,1.525287,3.7,9.0,0.0,0.0,0.0,Action
151,47327,Drive Angry,2011-02-24,2011,7.668829,5.3,608.0,0.57862802,50000000.0,28931401.0,Fantasy
152,10212,Ravenous,1999-03-16,1999,5.486645,6.8,144.0,0.0,12000000.0,0.0,Comedy
153,104896,A Dog Of Flanders,1999-08-27,1999,0.513308,6.4,6.0,0.0,0.0,0.0,Drama
154,380,Rain Man,1988-12-11,1988,11.267467,7.6,1762.0,16.512,25000000.0,412800000.0,Drama
155,411012,Chasing Trane,2017-04-14,2017,0.519968,8.0,2.0,0.0,0.0,393970.0,Documentary
156,381040,My Blind Brother,2016-09-19,2016,9.86258,6.2,19.0,0.0,0.0,0.0,Comedy
157,11419,Vegas Vacation,1997-02-13,1997,9.304901,6.0,175.0,1.4560144,25000000.0,36400360.0,Comedy
158,215031,Gabrielle,2013-09-20,2013,1.138099,5.8,15.0,0.0,0.0,0.0,Drama
159,93828,Welcome to the Punch,2013-03-15,2013,7.67857,5.7,284.0,0.0011467058823529,8500000.0,9747.0,Action
160,246917,The Bonesetter,2004-07-15,2004,0.10801,4.0,1.0,0.0,0.0,0.0,Thriller
161,41614,Jinnah,1998-11-07,1998,2.61248,6.5,4.0,0.0,0.0,0.0,History
162,24663,The Open Road,2009-02-07,2009,1.807794,4.8,19.0,0.0,0.0,0.0,Comedy
163,19846,The Interview,1998-03-03,1998,2.882197,6.8,32.0,0.0,0.0,0.0,Drama
164,17332,The Soloist,2009-04-24,2009,11.328316,6.6,237.0,0.5286693,60000000.0,31720158.0,Drama
165,3595,Ransom,1996-11-08,1996,8.772188,6.4,482.0,3.8686585125,80000000.0,309492681.0,Action
166,114478,Starship Troopers: Invasion,2012-07-21,2012,13.357011,5.6,139.0,0.0,0.0,0.0,Animation
167,48490,The New Barbarians,1983-06-10,1983,1.740832,4.4,16.0,0.0,0.0,0.0,Science Fiction
168,35760,White Palms,2006-01-15,2006,0.550164,7.4,7.0,0.0,0.0,0.0,Drama
169,42973,Queen to Play,2009-08-05,2009,2.94798,6.5,16.0,0.0,0.0,1056938.0,Comedy
170,173491,TINY: A Story About Living Small,2013-03-09,2013,0.877716,6.5,15.0,0.0,0.0,0.0,Documentary
171,297680,Hangar 10,2014-10-22,2014,1.948145,4.4,35.0,0.0,0.0,0.0,Thriller
172,36555,Best of the Best 3: No Turning Back,1995-05-17,1995,1.567945,5.8,13.0,0.0,0.0,0.0,Action
173,411088,The Invisible Guest,2016-12-15,2016,13.90698,8.1,395.0,0.0,4000000.0,0.0,Mystery
174,304850,Hard Sun,2014-11-21,2014,0.056186,5.0,1.0,0.0,0.0,0.0,Romance
175,180,Minority Report,2002-06-20,2002,20.666063,7.1,2663.0,3.5134600588235294,102000000.0,358372926.0,Action
176,9914,Shadow Man,2006-09-06,2006,6.060635,4.3,26.0,0.0,0.0,0.0,Action
177,38018,Strayed,2003-08-20,2003,2.202524,6.0,24.0,0.0,0.0,0.0,Drama
178,114299,Sex and Consequences,2006-01-01,2006,2.950323,5.3,3.0,0.0,0.0,0.0,Drama
179,58833,"So Long, Stooge",1983-12-20,1983,1.223298,7.0,31.0,0.0,0.0,0.0,Drama
180,205321,Sharknado,2013-07-11,2013,4.928195,3.8,484.0,0.0,1000000.0,0.0,TV Movie
181,85984,Off the Menu: The Last Days of Chasen's,1998-06-19,1998,0.051061,7.0,1.0,0.0,0.0,0.0,Documentary
182,110160,Laurence Anyways,2012-05-18,2012,8.59498,7.7,190.0,0.0012894736842105,9500000.0,12250.0,Drama
183,15105,Still Waiting...,2009-02-17,2009,4.700631,5.1,27.0,0.0,0.0,0.0,Comedy
184,45042,The Girl Next Door,1999-06-16,1999,1.061409,5.1,4.0,0.0,0.0,0.0,Documentary
185,10984,Valentine,2001-02-01,2001,5.367306,5.0,114.0,0.0,0.0,0.0,Horror
186,203351,Atlantic Rim,2013-07-09,2013,0.127455,2.3,34.0,0.0,0.0,0.0,Action
187,371449,Other People,2016-09-09,2016,3.069108,6.7,58.0,0.0,0.0,93000.0,Drama
188,16999,Fire and Ice: The Dragon Chronicles,2008-09-18,2008,3.545694,4.5,22.0,0.0,3000000.0,0.0,Drama
189,10354,True Crime,1999-03-19,1999,11.600645,6.3,146.0,0.0,0.0,0.0,Crime
190,16453,Zach Galifianakis: Live at the Purple Onion,2007-03-06,2007,4.70231,7.3,24.0,0.0,0.0,0.0,Comedy
191,333674,Intruders,2016-01-15,2016,5.428567,5.7,153.0,0.0,0.0,0.0,Drama
192,21862,Deep in the Valley,2009-08-28,2009,4.181466,4.8,28.0,0.0,0.0,0.0,Comedy
193,2666,Dark City,1998-02-27,1998,12.851984,7.2,838.0,1.007419111111111,27000000.0,27200316.0,Mystery
194,13618,Who's Your Daddy?,2004-01-07,2004,12.241881,4.6,24.0,0.0,0.0,0.0,Comedy
195,29101,Too Fat Too Furious,2005-02-03,2005,1.148274,6.2,15.0,0.0,4200000.0,0.0,Drama
196,173638,When the Whales Came,1989-03-28,1989,0.41875,6.7,3.0,0.0,0.0,0.0,Drama
197,15267,The Beast of War,1988-09-14,1988,7.021336,6.7,53.0,0.0,0.0,0.0,Drama
198,38198,Itinerary of a Spoiled Child,1988-11-30,1988,2.477377,7.6,23.0,0.0,0.0,0.0,Drama
199,17043,The Crocodile Hunter: Collision Course,2002-07-26,2002,3.148745,5.4,35.0,0.0,0.0,33082548.0,Family
200,22947,Up in the Air,2009-09-05,2009,8.338562,6.7,1246.0,6.5468,25000000.0,163670000.0,Drama
201,30975,Love's Unending Legacy,2007-04-07,2007,1.273015,5.4,6.0,0.0,0.0,0.0,Drama
202,124083,Guelwaar,1993-07-28,1993,0.043092,5.0,1.0,0.0,0.0,0.0,Drama
203,14362,Out for Justice,1991-04-12,1991,6.892056,5.9,113.0,2.833797214285714,14000000.0,39673161.0,Action
204,86763,Chattahoochee,1989-09-16,1989,1.777657,6.1,10.0,0.0,0.0,0.0,Drama
205,174319,Elaine Stritch: Shoot Me,2013-04-09,2013,1.024055,8.4,5.0,0.0,0.0,0.0,Documentary
206,45336,The Employment,2008-01-01,2008,0.798955,6.8,20.0,0.0,0.0,0.0,Animation
207,64100,Hecate,1982-11-21,1982,0.335052,6.0,1.0,0.0,0.0,0.0,Drama
208,46641,Today's Special,2009-10-14,2009,5.959911,6.2,34.0,0.0,0.0,400654.0,Comedy
209,127144,"Don't Hug Me, I'm Scared",2011-07-25,2011,1.260183,7.5,14.0,0.0,0.0,0.0,Horror
210,64690,Drive,2011-08-06,2011,15.388875,7.4,3832.0,5.203655,15000000.0,78054825.0,Drama
211,390293,Bugs,2016-04-16,2016,0.037261,0.0,0.0,0.0,0.0,0.0,Documentary
212,261768,Lullaby,2014-06-13,2014,1.679045,5.3,20.0,0.0,0.0,0.0,Drama
213,326058,Housekeeping,2015-03-31,2015,0.287974,7.0,1.0,0.0,0.0,0.0,Thriller
214,206,Paradise Found,2003-01-01,2003,1.623172,6.8,6.0,0.0,0.0,0.0,Drama
215,382885,Very Private Lesson,1998-04-21,1998,0.002573,0.0,0.0,0.0,0.0,0.0,Comedy
216,120360,An Injury to One,2002-09-09,2002,0.04201,7.0,1.0,0.0,0.0,0.0,Documentary
217,66129,Les Tuche,2011-06-30,2011,4.454853,6.1,283.0,0.0,0.0,0.0,Comedy
218,44038,Lovecraft: Fear of the Unknown,2008-07-24,2008,0.833687,6.8,15.0,0.0,0.0,0.0,Documentary
219,24979,"Nick Swardson: Seriously, Who Farted?",2009-05-19,2009,1.048636,6.3,11.0,0.0,0.0,0.0,Comedy
220,9969,Deck the Halls,2006-11-22,2006,5.162761,5.1,109.0,0.0,0.0,47231070.0,Comedy
221,11429,Beyond Re-Animator,2003-04-04,2003,3.826178,5.6,56.0,0.0,3000000.0,0.0,Comedy
222,58626,The Hit List,2011-04-02,2011,5.658506,5.2,73.0,0.0,6000000.0,0.0,Action
223,24274,Dead & Buried,1981-05-29,1981,3.891243,6.1,55.0,0.0720553333333333,3000000.0,216166.0,Horror
224,166773,Andrew Dice Clay: Indestructible,2012-12-31,2012,0.011189,0.0,0.0,0.0,0.0,0.0,Comedy
225,76516,Meet the Applegates,1991-02-01,1991,0.399156,5.0,6.0,0.0971544,5000000.0,485772.0,Comedy
226,57876,Area 51,2015-05-15,2015,6.055594,4.3,157.0,0.0,5000000.0,0.0,Horror
227,66469,Dream Machine,1991-11-13,1991,0.504655,4.8,6.0,0.0,0.0,0.0,Action
228,2453,Harley Davidson and the Marlboro Man,1991-08-23,1991,7.338188,6.1,86.0,0.3232489565217391,23000000.0,7434726.0,Action
229,75471,Twisted Desire,1996-05-13,1996,0.227354,4.3,6.0,0.0,0.0,0.0,Crime
231,17680,The Girlfriend Experience,2009-01-20,2009,6.115299,5.2,83.0,0.5929188235294117,1700000.0,1007962.0,Comedy
232,90873,Last Days Here,2011-04-29,2011,0.570293,7.5,11.0,0.0,0.0,0.0,Documentary
233,259014,A Bit of Bad Luck,2014-04-17,2014,0.794622,4.4,7.0,0.0,0.0,0.0,Comedy
234,212846,Mission Congo,2013-09-09,2013,0.012493,0.0,0.0,0.0,0.0,0.0,Documentary
235,111443,The End,2012-11-23,2012,2.367002,4.6,43.0,0.0,0.0,0.0,Drama
236,413765,David Lynch: The Art Life,2017-02-15,2017,2.901372,7.2,32.0,0.0,0.0,0.0,Documentary
237,407757,"Sweet, Sweet Lonely Girl",2016-09-22,2016,1.475247,6.4,7.0,0.0,0.0,0.0,Drama
238,26560,Continental Divide,1981-09-18,1981,2.931013,5.5,28.0,0.0,0.0,15578237.0,Comedy
239,412204,Marie Curie,2016-12-01,2016,1.556748,5.8,5.0,0.0,0.0,0.0,Drama
240,14530,American Crude,2008-06-03,2008,5.678168,2.4,8.0,0.0,0.0,0.0,Comedy
241,376867,Moonlight,2016-10-21,2016,14.171675,7.3,1831.0,16.26167175,4000000.0,65046687.0,Drama
242,57953,Project Grizzly,1997-10-03,1997,0.318296,5.6,6.0,0.0,0.0,0.0,Documentary
243,84105,Frenemies,2012-01-13,2012,7.96175,5.2,83.0,0.0,0.0,0.0,Drama
244,15313,The Wrong Guy,1997-08-01,1997,0.664949,7.6,10.0,0.0,0.0,0.0,Action
245,29047,The Kid Stays in the Picture,2002-01-18,2002,2.6493,7.3,19.0,35.8609,40000.0,1434436.0,Documentary
246,31789,What a Drag,1996-03-27,1996,1.365302,5.5,28.0,0.0,0.0,0.0,Comedy
247,69342,The Dark Backward,1991-07-26,1991,0.669473,5.1,8.0,0.0,0.0,0.0,Comedy
248,78177,Lianna,1983-01-18,1983,0.957027,5.9,10.0,0.0,300.0,0.0,Drama
249,106070,Zarkorr! The Invader,1996-04-30,1996,0.648666,5.0,1.0,0.0,0.0,0.0,Science Fiction
251,11631,Mamma Mia!,2008-07-03,2008,10.534437,6.4,1435.0,11.72772378846154,52000000.0,609841637.0,Comedy
252,77221,Black Gold,2011-12-21,2011,6.652197,5.9,77.0,0.13615,40000000.0,5446000.0,Adventure
253,9876,Stop! Or My Mom Will Shoot,1992-02-21,1992,14.40112,4.6,220.0,0.0,0.0,70611210.0,Action
254,46338,The Leading Man,1996-12-12,1996,0.004686,0.0,0.0,0.0,0.0,0.0,Thriller
255,2359,Sicko,2007-05-18,2007,6.766086,7.3,241.0,2.7265014444444446,9000000.0,24538513.0,Documentary
256,15170,Buddy,1997-06-06,1997,2.022706,3.9,13.0,0.0,0.0,0.0,Adventure
